n_components,n_neighbors,min_dist,trustworthiness,continuity,normalized_stress,neighborhood_hit,shepard_diagram_correlation,aggregate,elapsed_time,metrics_time
100,5,0.1,0.987026221701014,0.9680315046551207,0.9902653927662706,0.9676285714285715,0.2605082748738745,0.6385858359784621,21.693574341014028,48.05862986203283
100,50,0.1,0.9862194456759579,0.9586674713613547,0.9842798460884881,0.9982714285714286,0.20478158154359116,0.6327320162127689,42.05757527099922,47.187323404999916
100,500,0.1,0.9854823706076684,0.9551709265906784,0.9810049224135783,0.9999142857142856,0.23898113410061225,0.6397087589199333,84.62208996299887,47.38145984598668
100,1000,0.1,0.9853066330105974,0.9553583298771506,0.9802411619874247,0.9998857142857143,0.215018177509626,0.6350655385391327,123.14144387998385,46.83655613998417
200,5,0.1,0.9873626303219255,0.9685086924188036,0.9903583043694338,0.9678142857142857,0.2662099879945697,0.6399074584160301,36.97987166501116,48.39310511096846
200,50,0.1,0.9862620296611988,0.9550688757633397,0.9841840836323366,0.9985571428571429,0.15788218344348837,0.6227172296185667,52.14462248503696,47.901967756974045
200,500,0.1,0.9854093016603979,0.9547182128913233,0.9813594897992097,0.9999,0.23919802630740844,0.639573210211984,100.80991315899882,47.49234725598944
200,1000,0.1,0.9850210216952934,0.9571107661284556,0.980582338190777,0.9999142857142856,0.18149255302757195,0.6285912576749659,140.94342187198345,47.04788957699202
1,5,0.25,0.8902983510432905,0.944152183115713,0.985167339332278,0.9493571428571429,0.23135233117236326,0.6059985337712464,18.2303860320244,47.13254068995593
1,50,0.25,0.8923121733907298,0.9560063226692218,0.9787125442603257,0.9976857142857143,0.19971604941978038,0.6134015431010242,29.162844598991796,46.301392402965575
1,500,0.25,0.8885746177938589,0.9515688872044964,0.9758884511873199,0.9996571428571428,0.19421264116164205,0.6116249675659642,70.4997543360223,47.144257359963376
1,1000,0.25,0.8890598572715702,0.9538953620411024,0.975358099443729,0.9998428571428573,0.17765273081586855,0.6090185415655339,108.69919567496981,47.37138479901478
2,5,0.25,0.9618682636614562,0.9674938990031893,0.9896703872994509,0.9671857142857143,0.2750853856951463,0.6363925750692111,18.022168038005475,47.17196098394925
2,50,0.25,0.9562487722208716,0.9584559472562676,0.9839737659421924,0.998157142857143,0.23084177539220813,0.6319459743568596,30.341237409971654,46.05787881597644
2,500,0.25,0.9512683809333123,0.9528580152453413,0.977883734042303,0.9999,0.15712455694085117,0.6166534438154404,69.37228577700444,47.26851982495282
2,1000,0.25,0.9503823605966564,0.9527812536647455,0.9786571226620577,0.9999,0.09306570168930416,0.6034944386577297,109.30170658300631,46.831511785974726
3,5,0.25,0.9827934442172104,0.9675024198046422,0.9903906202793207,0.9637142857142856,0.2526747308828681,0.6352588520679372,18.930905168992467,47.520829907036386
3,50,0.25,0.9805441428428414,0.9559350414026858,0.9845864895871546,0.9981142857142857,0.1346464308394368,0.616930682242419,29.788847028976306,46.962510514014866
3,500,0.25,0.9775700785149378,0.9528916136321383,0.9798467426965178,0.9999142857142856,0.12507988926437172,0.6151218248858432,72.91460860602092,46.64354410703527
3,1000,0.25,0.9761747236245585,0.9584580209659197,0.9788621511198878,0.9999142857142856,0.1530886222034305,0.6217547002776613,108.6800451290328,46.05933646799531
4,5,0.25,0.9877844886518027,0.9693559787194486,0.9906034202274591,0.9673428571428573,0.2543589944882371,0.6376477797549773,17.854024166008458,46.515552845958155
4,50,0.25,0.986253920741387,0.9596122391773808,0.9841102921130722,0.9982142857142857,0.10808836439883009,0.6136117035837623,29.874496193951927,47.00687196396757
4,500,0.25,0.9836865366188522,0.9633432075282811,0.9813960547349623,0.9999,0.2055976347041736,0.634226264823269,71.73163746803766,46.55248050199589
4,1000,0.25,0.9825798149392904,0.9595303019035224,0.9801834748143083,1.0,0.24477251228175725,0.6413398308620524,107.75721102399984,47.17576645797817
5,5,0.25,0.9881020193641578,0.9707437724353932,0.9907277378717695,0.9672857142857145,0.25355136347453117,0.6377910263376054,17.861924519005697,46.92366117000347
5,50,0.25,0.9880194127826323,0.9613842569683795,0.984710433532163,0.9980714285714284,0.1193115775820029,0.6164152484744561,29.802103969966993,47.20310842501931
5,500,0.25,0.9871504411996053,0.9633294509674928,0.9791118644107079,0.9999142857142856,0.16419977712920225,0.6270964181199756,72.38245597103378,46.77373924001586
5,1000,0.25,0.9870443173204811,0.9563136435793659,0.9823645696990184,1.0,0.0405219190746847,0.6003030620551026,106.68173929897603,46.92764159000944
6,5,0.25,0.9885573073237705,0.9701978876764441,0.9908500365123173,0.9667142857142856,0.2331872705029237,0.6335613429410214,18.53912201797357,46.237869395990856
6,50,0.25,0.988211173719663,0.9607854025141942,0.9837694295663684,0.9982857142857143,0.14075820360035152,0.620854212910711,28.92919652996352,47.37035064998781
6,500,0.25,0.9877488308567997,0.9592061095776783,0.9805476358310042,0.9999142857142856,0.20625481489492745,0.6345152810425374,73.05437341699144,46.35524671000894
6,1000,0.25,0.9877501337185189,0.9590521888362914,0.9781542415728103,1.0,0.22717650709002868,0.6391649176144059,107.25857608602382,47.13828501198441
7,5,0.25,0.988874135835133,0.970585073580939,0.9908590896405307,0.9682,0.253922722177466,0.6381445683906015,18.597805719007738,46.627262534049805
7,50,0.25,0.9884382849706105,0.9596251276404044,0.984356663160855,0.9981285714285716,0.14758031454019072,0.6218831270837845,29.75980061298469,46.700406835007016
7,500,0.25,0.9882653490267866,0.9548253064084778,0.9817725285832222,0.9999142857142856,0.26665758836076064,0.6455780001854178,74.14920395298395,46.27914087299723
7,1000,0.25,0.9873651073323513,0.956755259356721,0.9802039497212767,1.0,0.27156168347761694,0.6470956200890825,107.26917762000812,46.582781158038415
8,5,0.25,0.9890243782446405,0.970039271770376,0.9909499105580617,0.9691714285714286,0.27157482341112693,0.6417719982879021,18.270833118003793,45.91805535502499
8,50,0.25,0.9883395091743775,0.9544024798707149,0.9843953401874552,0.9983714285714286,0.1056932338242971,0.6124822622506727,30.451298467989545,47.0460844009649
8,500,0.25,0.988050209516182,0.9568551091915393,0.9794729801163217,0.9998714285714286,0.1974245146407978,0.6325456563607252,74.15656296798261,46.58598333597183
8,1000,0.25,0.9882591336184088,0.9563219398481186,0.9785965824234624,1.0,0.2312608558351342,0.6394490693756398,106.91809925099369,46.656551591993775
9,5,0.25,0.9887960585215165,0.9702787351801268,0.9906808932331665,0.9691857142857143,0.27471380916788574,0.6424586847844154,18.29424584499793,46.52005140599795
9,50,0.25,0.9884090699769746,0.9422437266707664,0.9850560074441893,0.9983,0.12470407406262965,0.6137201726532363,30.23392840602901,47.327788806986064
9,500,0.25,0.9884000400440485,0.9514954907541152,0.9798299979369615,0.9999142857142856,0.18408765635226404,0.6288134949855504,74.30876171798445,46.83853047300363
9,1000,0.25,0.9882646167927578,0.9498064270697768,0.980410863854652,1.0,0.16234356920488913,0.6240007498425544,110.42018216301221,46.78211759502301
10,5,0.25,0.988849661770805,0.9657359466842098,0.9908427894409362,0.9707428571428572,0.19417724774210912,0.6257325847798091,18.408724248991348,46.46462360396981
10,50,0.25,0.988680683037055,0.9584419861848033,0.9842474695809995,0.9983428571428572,0.2378870865142213,0.6398210286595876,32.35148468497209,46.779236706963275
10,500,0.25,0.9882877694034867,0.9562830284741788,0.9796150479487737,0.9999,0.203264480191081,0.6336240460239946,74.64376155298669,46.112619513995014
10,1000,0.25,0.9883256768159261,0.9550344035581997,0.9785648954652281,1.0,0.14960668126711063,0.6228803732352017,108.9062594010029,46.67350669199368
50,5,0.25,0.9893201235644924,0.9694828168127798,0.9910458130458755,0.9696857142857143,0.33771930344603673,0.6550324290126296,19.31423066498246,47.43020597100258
50,50,0.25,0.9889377601075469,0.9558292893611544,0.9850339391096784,0.9985571428571429,0.1329802065512202,0.6182540919534771,34.62049856898375,46.4523127960274
50,500,0.25,0.9888604565021524,0.9569970095676673,0.9795924790278142,0.9999142857142856,0.23115427674128972,0.6394667098995162,76.729608980997,46.08903052198002
50,1000,0.25,0.9886339730846788,0.9561816498147963,0.9787859562663006,0.9999142857142856,0.199674425002105,0.6331236754699131,112.33570789400255,47.07126045500627
100,5,0.25,0.9895223073952777,0.9710009624873075,0.9910977555137657,0.9676857142857143,0.38315369355986806,0.6640529844428804,22.673441767983604,46.66417571500642
100,50,0.25,0.9889807159303806,0.9549307867225376,0.9846351198245562,0.9986,0.16839191293382297,0.625253659152437,38.39990405202843,48.12136960000498
100,500,0.25,0.9888178725169114,0.9548285199433663,0.9801671071768588,0.9999142857142856,0.19762490209676942,0.6322036946188949,82.72109584300779,47.205319516011514
100,1000,0.25,0.9883772492599002,0.9589085980292608,0.9799370091036896,0.9999142857142856,0.2734821420870904,0.6481490531973696,119.78236294997623,47.45655252202414
200,5,0.25,0.9897523032478583,0.9709755831414556,0.9909125022773361,0.9678714285714286,0.40843829783755603,0.6692250221041927,35.599693803000264,48.516125042981
200,50,0.25,0.9890516167784563,0.957479972255195,0.9846965855979564,0.9986571428571428,0.15940762332249794,0.6239799539230672,54.40781187399989,47.2540890800301
200,500,0.25,0.9886357092802083,0.9542597943452082,0.9799672214933921,0.9999142857142856,0.18346964661016885,0.6292624428912958,100.5682998119737,47.94421179400524
200,1000,0.25,0.9883219398481187,0.9549807330921156,0.9803970792631911,0.9999142857142856,0.2295352659062194,0.6384710290595097,140.5576629100251,47.801559892017394
1,5,0.5,0.8744988358623057,0.9504395577992935,0.9833444120951178,0.9322142857142857,0.2300504525065299,0.6007717439574595,17.3089943320374,47.99722122499952
1,50,0.5,0.8889510061067174,0.9550078443430631,0.9764076303683654,0.9974714285714287,0.17570011172183916,0.6081445520749367,30.01851612102473,46.873539940977935
1,500,0.5,0.8856221186161921,0.9542267079501737,0.9755373998665142,0.9994857142857143,0.2313967613850674,0.6190387804741269,71.57258822099539,46.44889860897092
1,1000,0.5,0.884870553322941,0.953599656765299,0.9681306674103256,0.9998,0.17503956726641515,0.6090358219888659,105.0385525689926,46.823442689026706
2,5,0.5,0.9558765298971726,0.9657721951289275,0.98959983629419,0.9673142857142857,0.26193580273576433,0.6322597954363921,17.79168127797311,47.11471738899127
2,50,0.5,0.9527845487178754,0.9577420476810206,0.9820195921948599,0.998057142857143,0.18209069715190898,0.6217309688426177,29.65189563599415,47.140402732999064
2,500,0.5,0.9494193198232341,0.9491833388155543,0.9720029072729149,0.9999,0.18238302571329806,0.6217765554158343,72.0287705869996,46.98107953200815
2,1000,0.5,0.9492081761366075,0.9543679561803698,0.9756867396290281,0.9998857142857143,0.18564087832222695,0.6226831970591781,107.8031418530154,46.82234353100648
3,5,0.5,0.9810611501222773,0.9679903994393834,0.9909146074972431,0.9698857142857141,0.23835552395577497,0.6332756360611814,18.263520020991564,46.711279427981935
3,50,0.5,0.9801128941836019,0.9608601261387526,0.9856216208427635,0.998157142857143,0.17718613706253494,0.6261389358798538,30.145049755985383,46.12598729599267
3,500,0.5,0.9766092430244697,0.9541580467085222,0.97591265269622,0.9997428571428573,0.224505078177456,0.6358205144714171,70.28434293699684,47.2986382250092
3,1000,0.5,0.9746219798921671,0.9522135134362084,0.9740555518691524,1.0,0.11423095014688842,0.6134021783212223,110.45812394400127,46.65856743697077
4,5,0.5,0.9883365115913219,0.9686039715115198,0.9914656838885187,0.9687428571428572,0.2756370362877071,0.6419709385289775,18.33063806197606,47.39746348495828
4,50,0.5,0.9872446276618566,0.9634460048910944,0.9852406718222572,0.9985428571428573,0.17901889407602367,0.628602342389915,30.21954691899009,46.035664474999066
4,500,0.5,0.9841617750954621,0.9537602620024884,0.9800688663955416,0.9999,0.13173579390776186,0.6178977929220342,69.59019721101504,45.83361875801347
4,1000,0.5,0.9834141312586703,0.9615912389342562,0.9773159382956847,1.0,0.14042156732778355,0.6216221998450051,104.15917520504445,46.74710766697535
5,5,0.5,0.9906866696222988,0.9716923001015403,0.99185160852707,0.9688285714285714,0.2679783666189091,0.64146685984885,18.099515128007624,47.22901577799348
5,50,0.5,0.9907279435950974,0.9602225791227493,0.9847109637728817,0.9985142857142857,0.08093540226795802,0.6091378493854418,31.433588761021383,46.60465633502463
5,500,0.5,0.989191226062955,0.9578387769403487,0.9765228854093461,0.9999142857142856,0.16753670445930322,0.6275916215535093,71.76761986699421,46.916159498970956
5,1000,0.5,0.9892066015474165,0.9528688257082791,0.979985026155655,0.9999142857142856,0.19845006917349908,0.6320909511975651,111.02018321701325,45.97725214500679
6,5,0.5,0.9910224160862663,0.9722227507400998,0.9915688804925038,0.9710285714285714,0.2960416953212937,0.6477493106167455,17.96326006599702,45.80941797996638
6,50,0.5,0.9913548503353689,0.9554020965919654,0.9832602167167739,0.9984,0.12146668630611498,0.6166726833033351,29.96033048402751,47.53537816100288
